Date,ES=F,NQ=F,YM=F,RTY=F,MES=F,MNQ=F,M2K=F,MYM=F
2024-01-04 03:00:00+00:00,4749.5,16549.5,37729.0,1982.5999755859375,4749.75,16549.25,1982.5,37729.0
2024-01-04 04:00:00+00:00,4749.75,16548.75,37727.0,1982.300048828125,4749.75,16548.75,1982.300048828125,37726.0
2024-01-04 05:00:00+00:00,4748.25,16543.75,37711.0,1980.800048828125,4748.25,16543.75,1980.5999755859375,37712.0
2024-01-04 06:00:00+00:00,4753.25,16569.25,37740.0,1984.5999755859375,4753.25,16569.25,1984.5999755859375,37742.0
2024-01-04 07:00:00+00:00,4752.75,16570.5,37738.0,1985.5999755859375,4752.75,16570.25,1985.699951171875,37736.0
2024-01-04 08:00:00+00:00,4750.5,16549.5,37746.0,1986.0999755859375,4750.5,16549.75,1986.199951171875,37743.0
2024-01-04 09:00:00+00:00,4754.25,16577.0,37751.0,1988.9000244140625,4754.0,16577.0,1988.9000244140625,37753.0
2024-01-04 10:00:00+00:00,4751.75,16563.75,37751.0,1988.199951171875,4750.5,16564.0,1988.300048828125,37740.0
2024-01-04 11:00:00+00:00,4747.25,16529.25,37738.0,1982.0,4747.25,16529.25,1982.0,37737.0
2024-01-04 12:00:00+00:00,4750.5,16519.25,37789.0,1986.5,4750.75,16519.75,1986.5,37790.0
2024-01-04 13:00:00+00:00,4743.0,16459.5,37783.0,1968.5999755859375,4743.25,16459.0,1968.5,37782.0
2024-01-04 14:00:00+00:00,4745.75,16460.75,37820.0,1978.0,4745.75,16460.75,1978.199951171875,37816.0
2024-01-04 15:00:00+00:00,4755.5,16525.25,37887.0,1981.0999755859375,4755.25,16525.25,1981.199951171875,37887.0
2024-01-04 16:00:00+00:00,4753.75,16523.0,37899.0,1980.5999755859375,4753.75,16523.25,1980.699951171875,37899.0
2024-01-04 17:00:00+00:00,4747.75,16505.0,37801.0,1977.300048828125,4747.75,16505.75,1977.300048828125,37801.0
2024-01-04 18:00:00+00:00,4747.0,16505.25,37810.0,1981.300048828125,4747.25,16505.0,1981.199951171875,37816.0
2024-01-04 19:00:00+00:00,4743.25,16487.0,37812.0,1978.199951171875,4743.25,16486.75,1978.4000244140625,37813.0
2024-01-04 20:00:00+00:00,4729.75,16443.75,37719.0,1973.699951171875,4730.0,16444.0,1973.800048828125,37720.0
2024-01-04 21:00:00+00:00,4732.25,16450.75,37753.0,1977.0999755859375,4732.25,16450.5,1977.0999755859375,37752.0
2024-01-04 23:00:00+00:00,4734.0,16456.5,37759.0,1976.0,4734.25,16456.5,1976.199951171875,37760.0
2024-01-05 00:00:00+00:00,4734.0,16458.75,37758.0,1976.800048828125,4734.0,16458.75,1976.800048828125,37758.0
2024-01-05 01:00:00+00:00,4735.25,16460.5,37765.0,1977.4000244140625,4735.5,16460.25,1977.5,37764.0
2024-01-05 02:00:00+00:00,4733.0,16451.5,37744.0,1976.4000244140625,4732.75,16451.0,1976.300048828125,37745.0
2024-01-05 03:00:00+00:00,4732.5,16446.0,37739.0,1975.4000244140625,4732.5,16446.5,1975.5999755859375,37740.0
2024-01-05 04:00:00+00:00,4732.25,16443.5,37738.0,1977.0,4732.25,16443.0,1977.0,37738.0
2024-01-05 05:00:00+00:00,4730.25,16428.5,37728.0,1976.0999755859375,4730.25,16428.75,1976.0999755859375,37729.0
2024-01-05 06:00:00+00:00,4725.5,16412.0,37695.0,1971.699951171875,4725.5,16412.0,1971.699951171875,37696.0
2024-01-05 07:00:00+00:00,4722.75,16401.0,37688.0,1971.5,4723.0,16400.5,1971.5,37686.0
2024-01-05 08:00:00+00:00,4723.25,16409.25,37684.0,1969.300048828125,4723.5,16409.75,1969.300048828125,37686.0
2024-01-05 09:00:00+00:00,4718.25,16397.0,37626.0,1965.4000244140625,4718.25,16397.0,1965.4000244140625,37626.0
2024-01-05 10:00:00+00:00,4718.5,16385.5,37641.0,1962.5999755859375,4718.25,16386.25,1963.0999755859375,37639.0
2024-01-05 11:00:00+00:00,4717.25,16388.75,37626.0,1959.300048828125,4717.25,16389.0,1959.300048828125,37626.0
2024-01-05 12:00:00+00:00,4716.5,16392.25,37618.0,1960.9000244140625,4716.25,16392.25,1960.9000244140625,37618.0
2024-01-05 13:00:00+00:00,4719.75,16399.75,37640.0,1957.800048828125,4719.5,16400.0,1957.9000244140625,37636.0
2024-01-05 14:00:00+00:00,4736.75,16471.5,37712.0,1973.4000244140625,4737.0,16473.0,1973.300048828125,37712.0
2024-01-05 15:00:00+00:00,4757.0,16563.75,37819.0,1983.300048828125,4757.0,16563.0,1983.4000244140625,37815.0
2024-01-05 16:00:00+00:00,4743.25,16516.5,37704.0,1975.4000244140625,4743.25,16516.75,1975.4000244140625,37709.0
2024-01-05 17:00:00+00:00,4730.75,16469.25,37620.0,1969.699951171875,4730.5,16469.25,1969.699951171875,37621.0
2024-01-05 18:00:00+00:00,4739.0,16488.5,37732.0,1973.300048828125,4739.25,16488.5,1973.199951171875,37732.0
2024-01-05 19:00:00+00:00,4723.5,16424.25,37645.0,1963.0,4723.5,16424.75,1962.9000244140625,37643.0
2024-01-05 20:00:00+00:00,4735.5,16463.25,37725.0,1967.199951171875,4735.25,16463.25,1967.199951171875,37724.0
2024-01-05 21:00:00+00:00,4735.5,16465.0,37712.0,1969.0,4736.0,16466.0,1968.5,37709.0
2024-01-07 23:00:00+00:00,4739.0,16482.75,37672.0,1972.5,4738.75,16482.75,1972.4000244140625,37672.0
2024-01-08 00:00:00+00:00,4741.0,16492.75,37661.0,1975.4000244140625,4741.25,16493.25,1975.300048828125,37660.0
2024-01-08 01:00:00+00:00,4736.5,16469.25,37595.0,1970.9000244140625,4736.5,16468.75,1970.9000244140625,37595.0
2024-01-08 02:00:00+00:00,4734.75,16461.25,37596.0,1968.9000244140625,4734.75,16461.5,1968.9000244140625,37595.0
2024-01-08 03:00:00+00:00,4731.25,16441.25,37573.0,1965.800048828125,4731.25,16441.25,1965.800048828125,37575.0
2024-01-08 04:00:00+00:00,4732.25,16449.0,37588.0,1967.199951171875,4732.25,16449.0,1967.199951171875,37587.0
2024-01-08 05:00:00+00:00,4730.5,16441.5,37583.0,1965.300048828125,4730.5,16441.25,1965.4000244140625,37583.0
2024-01-08 06:00:00+00:00,4729.25,16438.5,37569.0,1964.9000244140625,4729.0,16438.5,1964.800048828125,37567.0
2024-01-08 07:00:00+00:00,4729.75,16442.75,37568.0,1964.199951171875,4730.0,16442.75,1964.0999755859375,37567.0
2024-01-08 08:00:00+00:00,4729.25,16424.5,37591.0,1964.5,4729.25,16425.0,1964.199951171875,37600.0
2024-01-08 09:00:00+00:00,4725.0,16420.25,37544.0,1961.4000244140625,4725.25,16419.5,1961.5999755859375,37544.0
2024-01-08 10:00:00+00:00,4724.5,16424.25,37526.0,1959.300048828125,4725.25,16423.75,1959.800048828125,37531.0
2024-01-08 11:00:00+00:00,4731.25,16458.75,37562.0,1963.5,4731.25,16459.0,1963.699951171875,37562.0
2024-01-08 12:00:00+00:00,4735.25,16484.75,37579.0,1965.800048828125,4735.5,16484.5,1965.800048828125,37580.0
2024-01-08 13:00:00+00:00,4735.0,16477.5,37576.0,1962.699951171875,4735.25,16477.5,1963.0,37575.0
2024-01-08 14:00:00+00:00,4752.25,16628.5,37553.0,1971.800048828125,4752.25,16628.25,1971.699951171875,37553.0
2024-01-08 15:00:00+00:00,4758.75,16658.0,37631.0,1982.9000244140625,4758.75,16658.25,1982.9000244140625,37631.0
2024-01-08 16:00:00+00:00,4763.75,16677.25,37657.0,1987.199951171875,4763.75,16677.0,1987.0999755859375,37655.0
2024-01-08 17:00:00+00:00,4770.0,16717.0,37706.0,1989.5,4769.75,16716.75,1989.5,37706.0
2024-01-08 18:00:00+00:00,4775.5,16741.5,37744.0,1996.199951171875,4775.75,16741.25,1996.300048828125,37743.0
2024-01-08 19:00:00+00:00,4793.5,16784.75,37869.0,2000.300048828125,4793.25,16784.75,2000.199951171875,37868.0
2024-01-08 20:00:00+00:00,4801.5,16801.5,37932.0,2004.0999755859375,4801.5,16801.5,2004.0999755859375,37932.0
2024-01-08 21:00:00+00:00,4798.0,16788.25,37896.0,2002.199951171875,4797.75,16788.0,2001.5999755859375,37894.0
2024-01-08 23:00:00+00:00,4797.25,16785.25,37898.0,2001.0999755859375,4797.25,16785.25,2001.0999755859375,37899.0
2024-01-09 00:00:00+00:00,4797.25,16787.5,37886.0,1999.800048828125,4797.25,16787.0,1999.699951171875,37885.0
2024-01-09 01:00:00+00:00,4797.25,16789.0,37882.0,1999.699951171875,4797.25,16789.0,1999.5,37883.0
2024-01-09 02:00:00+00:00,4797.75,16794.5,37883.0,1999.4000244140625,4797.5,16794.75,1999.300048828125,37882.0
2024-01-09 03:00:00+00:00,4797.5,16789.5,37886.0,1999.199951171875,4797.25,16789.5,1999.199951171875,37885.0
2024-01-09 04:00:00+00:00,4796.0,16781.25,37880.0,1997.300048828125,4796.0,16781.25,1997.300048828125,37880.0
2024-01-09 05:00:00+00:00,4794.75,16775.75,37873.0,1996.199951171875,4794.75,16775.5,1996.0999755859375,37873.0
2024-01-09 06:00:00+00:00,4796.25,16784.75,37880.0,1995.9000244140625,4796.75,16784.75,1995.9000244140625,37880.0
2024-01-09 07:00:00+00:00,4793.75,16766.75,37865.0,1994.9000244140625,4793.75,16767.0,1994.9000244140625,37865.0
2024-01-09 08:00:00+00:00,4788.75,16746.0,37819.0,1988.9000244140625,4788.75,16743.5,1988.9000244140625,37823.0
2024-01-09 09:00:00+00:00,4788.25,16740.75,37824.0,1986.0,4788.25,16741.0,1986.0,37823.0
2024-01-09 10:00:00+00:00,4786.5,16730.25,37814.0,1982.9000244140625,4786.5,16727.75,1982.800048828125,37813.0
2024-01-09 11:00:00+00:00,4778.75,16694.25,37761.0,1977.699951171875,4778.75,16694.5,1977.800048828125,37762.0
2024-01-09 12:00:00+00:00,4784.5,16723.25,37795.0,1983.199951171875,4784.5,16723.0,1983.4000244140625,37797.0
2024-01-09 13:00:00+00:00,4774.0,16665.5,37735.0,1978.0999755859375,4774.0,16665.25,1978.0999755859375,37735.0
2024-01-09 14:00:00+00:00,4775.75,16705.0,37654.0,1975.0,4775.75,16705.0,1975.0,37654.0
2024-01-09 15:00:00+00:00,4776.25,16733.5,37637.0,1975.9000244140625,4776.25,16734.0,1975.9000244140625,37636.0
2024-01-09 16:00:00+00:00,4796.75,16832.75,37767.0,1986.199951171875,4796.75,16832.5,1986.199951171875,37767.0
2024-01-09 17:00:00+00:00,4798.25,16845.75,37755.0,1988.0,4798.0,16845.75,1988.0,37756.0
2024-01-09 18:00:00+00:00,4797.5,16840.75,37776.0,1988.5,4797.5,16840.75,1988.5999755859375,37777.0
2024-01-09 19:00:00+00:00,4792.5,16828.5,37737.0,1985.9000244140625,4792.5,16828.5,1986.0,37739.0
2024-01-09 20:00:00+00:00,4793.0,16832.0,37764.0,1983.699951171875,4793.0,16831.75,1983.5,37765.0
2024-01-09 21:00:00+00:00,4790.5,16829.5,37737.0,1981.300048828125,4790.5,16829.25,1981.0999755859375,37737.0
2024-01-09 23:00:00+00:00,4792.0,16837.75,37744.0,1982.9000244140625,4792.0,16838.0,1983.0,37743.0
2024-01-10 00:00:00+00:00,4792.5,16837.25,37743.0,1981.699951171875,4792.75,16837.5,1981.800048828125,37744.0
2024-01-10 01:00:00+00:00,4791.0,16834.5,37731.0,1980.300048828125,4791.25,16834.75,1980.199951171875,37732.0
2024-01-10 02:00:00+00:00,4791.5,16836.75,37737.0,1980.0999755859375,4791.5,16837.0,1980.0,37736.0
2024-01-10 03:00:00+00:00,4788.75,16825.75,37717.0,1978.5999755859375,4788.75,16825.75,1978.699951171875,37718.0
2024-01-10 04:00:00+00:00,4788.75,16828.5,37716.0,1978.5999755859375,4788.75,16828.5,1978.5,37715.0
2024-01-10 05:00:00+00:00,4789.5,16825.75,37720.0,1979.9000244140625,4789.75,16825.75,1979.800048828125,37721.0
2024-01-10 06:00:00+00:00,4787.75,16812.75,37709.0,1976.9000244140625,4787.75,16813.0,1976.800048828125,37709.0
2024-01-10 07:00:00+00:00,4792.5,16845.0,37733.0,1981.199951171875,4792.5,16844.75,1981.199951171875,37733.0
2024-01-10 08:00:00+00:00,4793.0,16859.0,37731.0,1981.699951171875,4793.0,16853.25,1980.4000244140625,37718.0
2024-01-10 09:00:00+00:00,4800.75,16897.75,37765.0,1985.9000244140625,4801.0,16897.75,1986.0,37765.0
2024-01-10 10:00:00+00:00,4796.5,16873.75,37734.0,1983.800048828125,4796.5,16874.5,1983.5999755859375,37736.0
2024-01-10 11:00:00+00:00,4791.5,16847.5,37714.0,1980.699951171875,4791.5,16847.5,1980.5999755859375,37714.0
2024-01-10 12:00:00+00:00,4793.0,16841.25,37742.0,1982.800048828125,4793.0,16841.25,1982.800048828125,37741.0
2024-01-10 13:00:00+00:00,4789.5,16816.5,37750.0,1978.4000244140625,4789.25,16816.75,1978.300048828125,37751.0
2024-01-10 14:00:00+00:00,4801.0,16837.25,37819.0,1972.199951171875,4800.75,16837.25,1972.199951171875,37822.0
2024-01-10 15:00:00+00:00,4805.75,16892.5,37837.0,1978.5999755859375,4806.0,16892.25,1978.699951171875,37836.0
2024-01-10 16:00:00+00:00,4803.0,16879.5,37802.0,1978.9000244140625,4803.0,16879.75,1978.9000244140625,37802.0
2024-01-10 17:00:00+00:00,4807.5,16910.75,37821.0,1976.5,4807.75,16911.0,1976.4000244140625,37822.0
2024-01-10 18:00:00+00:00,4811.5,16924.5,37844.0,1982.5999755859375,4811.5,16924.5,1982.5999755859375,37844.0
2024-01-10 19:00:00+00:00,4826.75,16980.5,37961.0,1986.4000244140625,4826.75,16980.25,1986.4000244140625,37960.0
2024-01-10 20:00:00+00:00,4819.0,16941.75,37924.0,1983.5999755859375,4819.25,16941.5,1983.5999755859375,37926.0
2024-01-10 21:00:00+00:00,4820.25,16957.0,37941.0,1984.800048828125,4820.25,16955.5,1984.800048828125,37937.0
2024-01-10 23:00:00+00:00,4821.25,16960.75,37936.0,1986.300048828125,4821.25,16960.75,1986.300048828125,37934.0
2024-01-11 00:00:00+00:00,4824.5,16974.25,37956.0,1991.0,4824.5,16973.75,1991.0999755859375,37955.0
2024-01-11 01:00:00+00:00,4826.25,16984.75,37971.0,1992.5999755859375,4826.5,16984.5,1992.5999755859375,37972.0
2024-01-11 02:00:00+00:00,4826.75,16994.25,37970.0,1991.800048828125,4826.75,16993.25,1991.9000244140625,37972.0
2024-01-11 03:00:00+00:00,4829.75,17006.25,37989.0,1995.0999755859375,4829.75,17006.25,1995.0,37988.0
2024-01-11 04:00:00+00:00,4828.5,16997.5,37990.0,1993.0999755859375,4828.5,16997.25,1993.0,37990.0
2024-01-11 05:00:00+00:00,4828.0,16998.25,37983.0,1991.199951171875,4828.25,16998.25,1991.0999755859375,37980.0
2024-01-11 06:00:00+00:00,4831.25,17007.5,38007.0,1993.699951171875,4831.25,17008.0,1993.800048828125,38007.0
2024-01-11 07:00:00+00:00,4831.25,17010.25,38006.0,1993.4000244140625,4831.25,17010.0,1993.4000244140625,38007.0
2024-01-11 08:00:00+00:00,4836.25,17041.75,38024.0,1995.800048828125,4836.0,17042.0,1995.5999755859375,38027.0
2024-01-11 09:00:00+00:00,4827.5,17004.0,37967.0,1987.199951171875,4827.75,17004.0,1987.199951171875,37969.0
2024-01-11 10:00:00+00:00,4825.0,17004.0,37923.0,1984.9000244140625,4825.0,17004.25,1985.800048828125,37918.0
2024-01-11 11:00:00+00:00,4825.75,17008.0,37926.0,1987.800048828125,4825.75,17007.75,1987.800048828125,37927.0
2024-01-11 12:00:00+00:00,4826.0,17003.5,37930.0,1992.5999755859375,4825.75,17003.5,1992.699951171875,37931.0
2024-01-11 13:00:00+00:00,4807.5,16907.5,37852.0,1968.800048828125,4807.5,16907.75,1968.800048828125,37850.0
2024-01-11 14:00:00+00:00,4813.75,16958.25,37830.0,1967.199951171875,4814.0,16958.5,1967.199951171875,37831.0
2024-01-11 15:00:00+00:00,4790.5,16855.75,37706.0,1952.0999755859375,4790.5,16855.75,1952.0,37706.0
2024-01-11 16:00:00+00:00,4776.25,16773.25,37651.0,1947.0,4776.5,16773.0,1947.0,37653.0
2024-01-11 17:00:00+00:00,4790.0,16838.25,37756.0,1956.4000244140625,4790.0,16837.75,1956.5999755859375,37756.0
2024-01-11 18:00:00+00:00,4808.25,16933.75,37859.0,1965.4000244140625,4808.25,16933.75,1965.5,37859.0
2024-01-11 19:00:00+00:00,4819.0,16975.0,37941.0,1970.0999755859375,4819.25,16974.75,1970.199951171875,37942.0
2024-01-11 20:00:00+00:00,4814.75,16965.5,37922.0,1968.699951171875,4814.5,16965.25,1968.5999755859375,37921.0
2024-01-11 21:00:00+00:00,4812.0,16958.25,37910.0,1966.5999755859375,4811.75,16958.75,1966.5999755859375,37910.0
2024-01-11 23:00:00+00:00,4811.0,16951.75,37914.0,1966.4000244140625,4811.0,16951.75,1966.5999755859375,37915.0
2024-01-12 00:00:00+00:00,4805.75,16933.75,37889.0,1963.5,4806.0,16933.75,1963.5,37891.0
2024-01-12 01:00:00+00:00,4807.5,16942.75,37897.0,1965.800048828125,4807.5,16943.0,1965.699951171875,37898.0
2024-01-12 02:00:00+00:00,4811.0,16958.0,37918.0,1968.5,4810.75,16958.5,1968.5,37918.0
2024-01-12 03:00:00+00:00,4810.25,16956.75,37908.0,1968.0999755859375,4810.25,16956.75,1968.0,37908.0
2024-01-12 04:00:00+00:00,4807.75,16946.5,37892.0,1965.800048828125,4808.0,16946.5,1965.9000244140625,37892.0
2024-01-12 05:00:00+00:00,4807.25,16943.75,37890.0,1966.699951171875,4807.25,16943.5,1966.800048828125,37894.0
2024-01-12 06:00:00+00:00,4810.5,16958.0,37907.0,1969.0,4810.5,16958.5,1969.0999755859375,37906.0
2024-01-12 07:00:00+00:00,4802.0,16921.25,37849.0,1963.0,4802.0,16920.75,1962.9000244140625,37849.0
2024-01-12 08:00:00+00:00,4817.75,16963.0,37979.0,1976.0,4816.5,16959.0,1976.0,37981.0
2024-01-12 09:00:00+00:00,4812.5,16927.5,37962.0,1970.0,4812.5,16927.75,1969.5999755859375,37960.0
2024-01-12 10:00:00+00:00,4811.0,16923.5,37906.0,1969.0999755859375,4811.0,16923.5,1969.0,37933.0
2024-01-12 11:00:00+00:00,4799.75,16896.0,37721.0,1964.199951171875,4799.75,16895.5,1964.300048828125,37722.0
2024-01-12 12:00:00+00:00,4802.0,16908.5,37752.0,1967.4000244140625,4801.75,16908.5,1967.5,37754.0
2024-01-12 13:00:00+00:00,4814.75,16963.75,37828.0,1980.199951171875,4814.75,16964.0,1980.300048828125,37828.0
2024-01-12 14:00:00+00:00,4821.75,16986.0,37843.0,1986.0999755859375,4821.75,16986.5,1986.0,37842.0
2024-01-12 15:00:00+00:00,4808.0,16944.5,37705.0,1964.300048828125,4808.25,16944.5,1964.199951171875,37706.0
2024-01-12 16:00:00+00:00,4806.75,16928.0,37714.0,1960.0999755859375,4806.75,16928.25,1960.199951171875,37715.0
2024-01-12 17:00:00+00:00,4811.5,16953.75,37743.0,1962.0999755859375,4811.5,16953.25,1962.0,37744.0
2024-01-12 18:00:00+00:00,4819.5,16979.25,37811.0,1966.9000244140625,4819.75,16979.0,1967.0999755859375,37811.0
2024-01-12 19:00:00+00:00,4812.75,16951.0,37757.0,1962.9000244140625,4812.75,16951.0,1963.0,37756.0
2024-01-12 20:00:00+00:00,4816.75,16972.25,37796.0,1964.4000244140625,4816.75,16972.0,1964.4000244140625,37794.0
2024-01-12 21:00:00+00:00,4811.25,16955.25,37745.0,1962.5,4811.25,16955.0,1962.300048828125,37755.0
2024-01-14 23:00:00+00:00,4810.25,16945.25,37766.0,1960.9000244140625,4810.25,16945.25,1961.0,37766.0
2024-01-15 00:00:00+00:00,4810.5,16948.5,37766.0,1961.0999755859375,4810.25,16948.5,1961.0999755859375,37765.0
2024-01-15 01:00:00+00:00,4812.0,16957.75,37778.0,1963.4000244140625,4812.0,16958.25,1963.4000244140625,37780.0
2024-01-15 02:00:00+00:00,4817.25,16980.25,37817.0,1967.800048828125,4817.25,16980.5,1967.9000244140625,37818.0
2024-01-15 03:00:00+00:00,4817.25,16985.25,37813.0,1968.800048828125,4817.25,16985.0,1968.800048828125,37813.0
2024-01-15 04:00:00+00:00,4818.0,16988.75,37818.0,1968.9000244140625,4818.0,16988.25,1968.5999755859375,37819.0
2024-01-16 05:00:00+00:00,4797.25,16877.75,37653.0,1951.5,4797.25,16877.75,1951.5,37655.0
2024-01-16 06:00:00+00:00,4798.0,16881.0,37652.0,1952.9000244140625,4797.75,16881.25,1953.0,37653.0
2024-01-16 07:00:00+00:00,4797.5,16879.5,37646.0,1951.0,4797.25,16880.0,1951.300048828125,37644.0
2024-01-16 08:00:00+00:00,4791.0,16840.75,37623.0,1945.300048828125,4791.0,16841.5,1945.300048828125,37619.0
2024-01-16 09:00:00+00:00,4791.75,16854.75,37628.0,1946.699951171875,4791.75,16854.5,1946.5999755859375,37628.0
2024-01-16 10:00:00+00:00,4788.25,16845.75,37603.0,1946.300048828125,4788.25,16843.0,1946.0,37597.0
2024-01-16 11:00:00+00:00,4797.25,16881.25,37666.0,1950.0999755859375,4797.25,16881.25,1950.4000244140625,37666.0
2024-01-16 12:00:00+00:00,4803.0,16912.0,37734.0,1951.800048828125,4803.0,16911.75,1952.0,37732.0
2024-01-16 13:00:00+00:00,4795.25,16893.0,37643.0,1944.5999755859375,4795.25,16893.25,1944.5999755859375,37645.0
2024-01-16 14:00:00+00:00,4794.0,16914.0,37579.0,1942.199951171875,4793.75,16914.0,1942.0999755859375,37580.0
2024-01-16 15:00:00+00:00,4811.0,17014.0,37661.0,1949.199951171875,4811.25,17014.0,1949.4000244140625,37664.0
2024-01-16 16:00:00+00:00,4801.75,16949.75,37595.0,1947.699951171875,4801.75,16949.75,1948.0,37595.0
2024-01-16 17:00:00+00:00,4788.5,16897.5,37494.0,1941.199951171875,4788.25,16897.5,1941.199951171875,37493.0
2024-01-16 18:00:00+00:00,4789.5,16902.25,37470.0,1938.199951171875,4789.75,16902.25,1938.199951171875,37470.0
